id,number of bedrooms,number of bathrooms,living area,waterfront present,condition of the house,Distance from the airport,Number of schools nearby,Lattitude,Longitude,Price
6762829382.0,4.0,3.5,1850.0,0.0,3.0,69.0,3.0,52.5387,-114.544,248000
6762829458.0,2.0,1.0,870.0,0.0,3.0,65.0,1.0,52.7556,-114.537,245000
6762829459.0,4.0,1.0,1530.0,0.0,3.0,61.0,1.0,52.7315,-114.452,245000
6762829700.0,5.0,1.0,1460.0,0.0,4.0,75.0,2.0,52.717,-114.472,239950
6762829712.0,4.0,2.3,1860.0,0.0,3.0,52.0,1.0,52.5427,-114.529,239900
6762829738.0,3.0,2.0,1020.0,0.0,3.0,57.0,1.0,52.7745,-114.566,238000
6762830683.0,5.0,1.8,1730.0,0.0,4.0,64.0,3.0,52.5928,-114.279,205000
6762831120.0,3.0,1.0,1000.0,0.0,3.0,76.0,3.0,52.7418,-114.538,180000
6762831221.0,2.0,1.0,1010.0,0.0,3.0,60.0,3.0,52.6466,-114.513,174500
6762822455.0,3.0,2.0,1700.0,0.0,3.0,63.0,3.0,52.8842,-114.575,410000
6762813895.0,3.0,2.0,1940.0,0.0,5.0,57.0,1.0,52.8213,-114.339,732000
6762816916.0,4.0,2.5,2060.0,0.0,3.0,64.0,3.0,52.9572,-114.295,575550
6762818189.0,3.0,2.5,2130.0,0.0,4.0,51.0,2.0,52.966,-114.349,534640
6762819585.0,2.0,2.0,1360.0,0.0,3.0,64.0,3.0,52.9174,-114.505,488000
6762822270.0,3.0,2.5,2480.0,0.0,3.0,58.0,1.0,52.6681,-114.324,415000
6762824784.0,3.0,2.3,1410.0,0.0,3.0,57.0,2.0,52.7636,-113.95,352500
6762827317.0,5.0,2.5,1970.0,0.0,4.0,80.0,3.0,52.4244,-114.203,297000
6762810209.0,5.0,3.8,5340.0,0.0,4.0,80.0,3.0,52.8095,-114.475,2100000
6762810576.0,4.0,3.3,5010.0,0.0,3.0,50.0,3.0,52.7769,-114.317,1470000
6762810629.0,4.0,3.5,3410.0,0.0,3.0,60.0,2.0,52.8381,-114.388,1410000
6762810965.0,4.0,2.5,3190.0,0.0,5.0,72.0,2.0,52.7919,-114.352,1220000
6762811038.0,4.0,3.0,2240.0,0.0,4.0,74.0,1.0,52.8669,-114.54,1190000
6762811479.0,2.0,1.8,2430.0,0.0,3.0,63.0,3.0,52.9916,-114.562,1000000
6762811928.0,3.0,1.5,2200.0,0.0,3.0,59.0,3.0,52.8704,-114.598,924000
6762812185.0,4.0,2.8,2730.0,0.0,3.0,60.0,2.0,52.9037,-114.494,885000
6762812319.0,5.0,3.3,4180.0,0.0,4.0,76.0,1.0,52.7788,-114.284,869000
6762812453.0,4.0,3.5,2640.0,0.0,3.0,51.0,1.0,52.7721,-114.573,850000
6762812805.0,2.0,2.5,2380.0,0.0,3.0,79.0,3.0,52.9395,-114.209,818000
6762812861.0,4.0,2.5,3480.0,0.0,3.0,59.0,1.0,52.9691,-114.292,810000
6762813465.0,5.0,2.0,3370.0,0.0,4.0,75.0,1.0,52.8673,-114.54,762000
6762813552.0,4.0,2.5,2660.0,0.0,3.0,66.0,2.0,52.9272,-114.294,755000
6762813689.0,4.0,2.5,3430.0,0.0,3.0,56.0,1.0,52.9994,-114.254,749950
6762814342.0,3.0,1.8,2010.0,0.0,5.0,74.0,1.0,52.8405,-114.499,700000
6762814542.0,3.0,2.0,1610.0,0.0,5.0,67.0,2.0,52.9125,-114.497,690000
6762815464.0,2.0,2.3,1540.0,0.0,3.0,79.0,3.0,52.8479,-114.508,640000
6762816075.0,4.0,2.5,2460.0,0.0,3.0,57.0,2.0,52.8331,-114.211,611000
6762816255.0,5.0,1.8,3290.0,0.0,3.0,70.0,2.0,52.8926,-114.331,602000
6762816528.0,2.0,2.0,1420.0,0.0,5.0,53.0,1.0,52.9279,-114.51,592500
6762816634.0,3.0,2.3,2030.0,0.0,4.0,58.0,1.0,52.9239,-114.316,588000
6762816922.0,4.0,2.5,2500.0,0.0,3.0,54.0,1.0,52.7485,-114.075,575000
6762817023.0,3.0,2.3,2030.0,0.0,4.0,71.0,2.0,52.764,-114.351,572500
6762817185.0,4.0,2.3,2110.0,0.0,4.0,66.0,1.0,52.7914,-114.272,565000
6762817319.0,4.0,1.0,1660.0,0.0,3.0,67.0,1.0,52.9129,-114.568,560000
6762818244.0,3.0,3.5,2320.0,0.0,3.0,66.0,1.0,52.9197,-114.365,530000
6762818410.0,4.0,1.8,2420.0,0.0,3.0,70.0,1.0,52.7937,-114.275,525000
6762818534.0,3.0,1.8,1890.0,0.0,3.0,61.0,1.0,52.9131,-114.571,524950
6762818668.0,3.0,2.5,1680.0,0.0,3.0,57.0,2.0,52.9204,-114.56,518000
6762819600.0,4.0,2.0,1690.0,0.0,3.0,52.0,3.0,52.8937,-114.536,487250
6762819623.0,3.0,1.0,1500.0,0.0,3.0,62.0,2.0,52.8989,-114.557,485000
6762819624.0,2.0,2.3,1260.0,0.0,3.0,50.0,2.0,52.8831,-114.542,485000
6762819625.0,3.0,1.8,2200.0,0.0,3.0,55.0,1.0,52.6178,-114.516,485000
6762819726.0,3.0,2.3,1450.0,0.0,3.0,58.0,1.0,52.8484,-114.491,482500
6762819763.0,4.0,3.5,3370.0,0.0,3.0,73.0,2.0,52.6698,-113.928,480000
6762819892.0,3.0,2.5,1350.0,0.0,3.0,53.0,1.0,52.9058,-114.576,477000
6762819927.0,2.0,1.0,1490.0,0.0,3.0,61.0,2.0,52.9099,-114.571,475000
6762819928.0,4.0,2.5,3060.0,0.0,4.0,67.0,3.0,52.9687,-114.527,475000
6762820366.0,3.0,1.8,1630.0,0.0,3.0,55.0,2.0,53.0042,-114.33,464000
6762820405.0,3.0,1.5,1710.0,0.0,3.0,54.0,1.0,52.7666,-114.458,462000
6762820406.0,5.0,1.8,1250.0,0.0,4.0,61.0,3.0,52.8401,-114.328,462000
6762820417.0,2.0,1.0,1060.0,0.0,3.0,54.0,3.0,52.9402,-114.546,461000
6762821034.0,5.0,2.8,2190.0,0.0,5.0,55.0,2.0,53.0062,-114.447,446000
6762821157.0,3.0,1.8,1800.0,0.0,3.0,77.0,3.0,52.6796,-114.336,442500
6762821208.0,2.0,1.5,1010.0,0.0,5.0,73.0,2.0,52.9057,-114.575,440000
6762821559.0,3.0,2.5,2200.0,0.0,3.0,57.0,3.0,52.7718,-114.477,433500
6762821743.0,3.0,2.5,1920.0,0.0,3.0,60.0,3.0,52.7315,-113.963,429000
6762822395.0,2.0,1.0,770.0,0.0,5.0,50.0,3.0,52.9259,-114.554,413500
6762822438.0,4.0,2.8,2500.0,0.0,3.0,75.0,2.0,52.7593,-114.477,411000
6762823247.0,4.0,2.5,2490.0,0.0,3.0,57.0,2.0,52.5605,-114.361,390000
6762823432.0,3.0,2.5,1690.0,0.0,3.0,55.0,3.0,52.7818,-114.188,386591
6762823994.0,3.0,2.5,1670.0,0.0,3.0,71.0,3.0,52.9923,-114.351,373000
6762824182.0,2.0,1.5,1660.0,0.0,5.0,79.0,2.0,52.7434,-114.578,368000
6762824214.0,2.0,1.0,700.0,0.0,3.0,50.0,3.0,52.931,-114.58,367000
6762824224.0,4.0,2.8,2070.0,0.0,5.0,67.0,3.0,52.9716,-114.51,366500
6762824501.0,3.0,1.0,1290.0,0.0,4.0,55.0,3.0,52.5656,-114.347,359950
6762824838.0,3.0,2.3,1640.0,0.0,4.0,76.0,2.0,52.8248,-114.343,350000
6762825448.0,4.0,2.5,1830.0,0.0,3.0,63.0,1.0,52.5876,-114.206,339000
6762825688.0,4.0,2.0,1580.0,0.0,2.0,52.0,2.0,52.8148,-114.492,333000
6762826242.0,3.0,2.5,2680.0,0.0,3.0,50.0,2.0,52.5218,-114.536,320000
6762826350.0,4.0,1.8,2310.0,0.0,4.0,75.0,1.0,52.6869,-114.355,319950
6762826838.0,3.0,1.0,1370.0,0.0,3.0,73.0,2.0,52.8799,-114.105,307000
6762826887.0,3.0,1.8,1610.0,0.0,3.0,52.0,2.0,52.6776,-114.314,305000
6762827303.0,5.0,3.0,2100.0,0.0,3.0,63.0,3.0,52.5641,-114.494,298450
6762827327.0,3.0,2.8,2170.0,0.0,4.0,71.0,2.0,52.592,-114.467,296500
6762827528.0,4.0,2.5,1700.0,0.0,4.0,74.0,3.0,52.6345,-114.361,290000
6762827529.0,5.0,1.5,2120.0,0.0,5.0,68.0,1.0,52.6899,-114.362,290000
6762827752.0,4.0,1.8,2080.0,0.0,4.0,80.0,1.0,52.7166,-114.422,285000
6762827753.0,1.0,1.5,810.0,0.0,4.0,61.0,2.0,52.9239,-114.374,285000
6762827920.0,3.0,2.5,1270.0,0.0,3.0,66.0,3.0,52.6939,-113.934,280000
6762827921.0,3.0,2.5,1720.0,0.0,3.0,69.0,3.0,52.7195,-114.356,280000
6762828983.0,2.0,1.0,1120.0,0.0,4.0,69.0,2.0,52.6035,-114.62,256500
6762829172.0,4.0,1.5,1310.0,0.0,3.0,77.0,2.0,52.655,-114.522,251200
6762829416.0,3.0,2.3,1580.0,0.0,4.0,60.0,2.0,52.5143,-114.547,247000
6762829605.0,2.0,2.0,1470.0,0.0,3.0,54.0,2.0,52.579,-114.211,241000
6762830126.0,2.0,1.0,910.0,0.0,4.0,56.0,3.0,52.6597,-114.342,225000
6762830415.0,2.0,2.3,1610.0,0.0,4.0,64.0,2.0,52.748,-114.384,215000
6762830416.0,3.0,1.0,970.0,0.0,4.0,52.0,2.0,52.6306,-114.378,215000
6762830533.0,3.0,1.0,1080.0,0.0,3.0,70.0,1.0,52.7815,-114.547,210000
6762831476.0,2.0,1.0,930.0,0.0,4.0,61.0,2.0,52.7266,-114.377,141800
6762831493.0,3.0,1.0,950.0,0.0,3.0,79.0,2.0,52.7478,-114.536,137000
6762831568.0,2.0,1.0,680.0,0.0,3.0,52.0,3.0,52.699,-114.488,110700
6762810311.0,4.0,3.5,4460.0,0.0,3.0,79.0,2.0,52.8638,-114.422,1800000
6762810346.0,4.0,3.8,3300.0,0.0,3.0,59.0,3.0,52.8861,-114.464,1740000
6762810386.0,3.0,1.8,3400.0,0.0,5.0,67.0,1.0,52.8869,-114.463,1690000
6762810795.0,4.0,3.5,4380.0,0.0,3.0,55.0,2.0,52.8887,-114.199,1300000
6762810843.0,4.0,2.0,2850.0,0.0,4.0,52.0,3.0,52.9295,-114.587,1280000
6762810978.0,4.0,3.5,4560.0,0.0,3.0,57.0,2.0,52.7821,-114.305,1210000
6762811158.0,6.0,3.0,2880.0,0.0,4.0,67.0,3.0,52.8806,-114.522,1130000
6762811205.0,3.0,2.0,2390.0,0.0,5.0,66.0,1.0,52.9139,-114.464,1100000
6762811616.0,4.0,2.8,2620.0,0.0,4.0,72.0,2.0,52.81,-114.475,978000
6762811733.0,4.0,3.5,3120.0,0.0,3.0,75.0,3.0,52.9062,-114.478,953007
6762811894.0,4.0,2.3,2260.0,0.0,4.0,70.0,3.0,52.8922,-114.361,925000
6762812228.0,4.0,2.3,3500.0,0.0,4.0,76.0,3.0,52.7383,-114.578,879950
6762812372.0,4.0,2.8,3160.0,0.0,3.0,65.0,1.0,52.9009,-114.356,860000
6762813095.0,3.0,1.5,1570.0,0.0,3.0,74.0,2.0,52.8658,-114.546,792000
6762813160.0,4.0,3.5,3070.0,0.0,3.0,57.0,3.0,52.7616,-114.266,785000
6762813351.0,3.0,2.3,1640.0,0.0,3.0,77.0,1.0,52.8496,-114.487,772000
6762813415.0,4.0,2.3,2560.0,0.0,4.0,76.0,3.0,52.861,-114.298,765000
6762813476.0,4.0,1.8,2450.0,0.0,4.0,70.0,2.0,52.7864,-114.32,760000
6762813553.0,6.0,2.0,2150.0,0.0,3.0,54.0,2.0,52.8814,-114.559,755000
6762813690.0,3.0,2.5,2770.0,0.0,3.0,63.0,2.0,52.8054,-114.31,749950
6762813908.0,4.0,2.5,3230.0,0.0,3.0,62.0,2.0,52.8123,-114.16,730000
6762814225.0,2.0,1.0,1790.0,0.0,4.0,80.0,3.0,52.8705,-114.491,710000
6762814343.0,4.0,1.0,1680.0,0.0,3.0,66.0,2.0,52.8963,-114.522,700000
6762814445.0,4.0,2.5,2650.0,0.0,3.0,58.0,1.0,52.9413,-114.486,699000
6762814795.0,4.0,3.0,2690.0,0.0,3.0,73.0,2.0,52.6758,-114.533,675000
6762814796.0,3.0,2.3,1990.0,0.0,4.0,72.0,1.0,52.9101,-114.305,675000
6762815520.0,4.0,2.5,2150.0,0.0,4.0,78.0,1.0,52.9524,-114.291,639000
6762815753.0,4.0,2.5,3550.0,0.0,3.0,58.0,2.0,52.7722,-114.078,625000
6762815886.0,3.0,2.5,2480.0,0.0,3.0,51.0,3.0,52.9097,-114.225,620000
6762815941.0,3.0,2.5,1700.0,0.0,3.0,65.0,2.0,52.8378,-114.482,619500
6762815990.0,4.0,2.8,2820.0,0.0,3.0,60.0,3.0,52.7879,-114.364,615000
6762816387.0,3.0,2.5,2660.0,0.0,3.0,78.0,2.0,52.7787,-114.462,599950
6762816441.0,5.0,2.3,2890.0,0.0,3.0,78.0,3.0,52.8595,-114.242,598000
6762816923.0,4.0,1.8,1280.0,0.0,3.0,53.0,1.0,52.9105,-114.554,575000
6762817055.0,2.0,1.8,1540.0,0.0,4.0,65.0,2.0,52.8176,-114.581,570000
6762817451.0,3.0,2.5,3050.0,0.0,4.0,52.0,2.0,52.6626,-114.398,555000
6762817555.0,3.0,2.5,2830.0,0.0,3.0,66.0,3.0,52.9905,-114.424,551000
6762818411.0,3.0,1.5,1540.0,0.0,3.0,78.0,3.0,52.7978,-114.568,525000
6762818592.0,4.0,3.5,2680.0,0.0,3.0,71.0,1.0,52.956,-114.486,520000
6762818650.0,4.0,2.0,1820.0,0.0,4.0,63.0,3.0,52.8588,-114.288,519900
6762818721.0,4.0,2.5,2670.0,0.0,3.0,50.0,1.0,52.7176,-114.336,515000
6762818950.0,3.0,2.0,2020.0,0.0,3.0,74.0,2.0,52.8166,-114.308,507500
6762819077.0,3.0,2.5,1210.0,0.0,3.0,50.0,2.0,52.8843,-114.535,500000
6762819229.0,5.0,3.5,3200.0,0.0,3.0,79.0,2.0,52.705,-114.283,499950
6762819419.0,4.0,1.8,2090.0,0.0,4.0,53.0,3.0,52.7855,-114.587,494000
6762819468.0,3.0,1.0,1910.0,0.0,4.0,59.0,3.0,52.927,-114.555,490000
6762819469.0,5.0,3.5,4460.0,0.0,3.0,59.0,1.0,52.8613,-114.56,490000
6762819713.0,2.0,1.8,1480.0,0.0,4.0,55.0,3.0,52.788,-114.582,483945
6762819764.0,4.0,2.8,2050.0,0.0,4.0,59.0,2.0,52.8108,-114.584,480000
6762819856.0,3.0,2.5,1260.0,0.0,3.0,75.0,1.0,52.8577,-114.535,479000
6762819929.0,4.0,1.8,1650.0,0.0,4.0,55.0,2.0,52.945,-114.544,475000
6762820231.0,3.0,2.3,1270.0,0.0,3.0,63.0,3.0,52.9036,-114.565,467000
6762820554.0,1.0,2.3,2140.0,0.0,3.0,63.0,1.0,52.9652,-114.36,458000
6762820724.0,4.0,1.0,1210.0,0.0,3.0,52.0,3.0,52.9172,-114.534,452000
6762820772.0,3.0,1.5,2060.0,0.0,3.0,64.0,3.0,52.9803,-114.241,450000
6762821209.0,2.0,1.8,1300.0,0.0,3.0,52.0,2.0,52.8987,-114.478,440000
6762821210.0,3.0,1.5,1270.0,0.0,3.0,59.0,3.0,52.929,-114.507,440000
6762821337.0,3.0,2.0,2010.0,0.0,3.0,78.0,2.0,52.9716,-114.1,439000
6762821635.0,3.0,1.8,1200.0,0.0,5.0,76.0,1.0,52.7853,-114.506,430000
6762821821.0,4.0,2.5,2800.0,0.0,3.0,79.0,3.0,52.5821,-114.199,426000
6762822014.0,4.0,1.8,1940.0,0.0,4.0,80.0,3.0,52.9408,-114.542,423000
6762822271.0,2.0,1.0,1050.0,0.0,4.0,60.0,1.0,52.5526,-114.477,415000
6762822272.0,3.0,2.3,1970.0,0.0,3.0,75.0,3.0,52.7931,-114.487,415000
6762822549.0,3.0,2.5,1800.0,0.0,3.0,79.0,3.0,52.7642,-114.031,409316
6762822624.0,5.0,2.5,2430.0,0.0,3.0,64.0,2.0,52.6787,-114.307,405000
6762823076.0,2.0,1.0,1730.0,0.0,4.0,54.0,3.0,52.7657,-114.558,396675
6762823100.0,3.0,1.5,1080.0,0.0,4.0,61.0,3.0,52.9132,-114.494,395000
6762823248.0,4.0,2.3,1770.0,0.0,4.0,65.0,2.0,52.6713,-114.341,390000
6762823410.0,4.0,1.0,1320.0,0.0,3.0,66.0,3.0,52.8445,-114.485,387500
6762823421.0,2.0,2.3,1230.0,0.0,3.0,73.0,2.0,52.8242,-114.488,387000
6762823461.0,3.0,1.5,1490.0,0.0,4.0,74.0,2.0,52.9923,-114.446,385000
6762823551.0,3.0,2.5,1700.0,0.0,3.0,64.0,1.0,52.7627,-114.061,384000
6762823626.0,4.0,3.0,2800.0,0.0,3.0,56.0,1.0,52.5843,-114.202,380000
6762823627.0,3.0,1.8,1690.0,0.0,3.0,71.0,3.0,52.793,-114.487,380000
6762823810.0,2.0,1.0,1150.0,0.0,3.0,70.0,3.0,52.8875,-114.584,376000
6762824006.0,4.0,1.8,1590.0,0.0,4.0,51.0,3.0,52.9658,-114.532,372500
6762824839.0,4.0,2.3,2220.0,0.0,4.0,50.0,3.0,52.5809,-114.231,350000
6762825125.0,5.0,3.5,2800.0,0.0,3.0,52.0,3.0,52.8359,-114.5,345600
6762825135.0,3.0,1.5,1240.0,0.0,4.0,56.0,1.0,52.8016,-114.328,345000
6762825555.0,3.0,1.0,1060.0,0.0,4.0,54.0,1.0,52.9655,-114.421,335000
6762825751.0,2.0,1.0,860.0,0.0,4.0,76.0,1.0,52.7375,-114.567,330000
6762825752.0,3.0,1.0,1180.0,0.0,4.0,68.0,2.0,52.7578,-114.253,330000
6762825867.0,4.0,2.5,2303.0,0.0,3.0,80.0,3.0,52.4899,-114.473,329995
6762825889.0,3.0,2.5,2170.0,0.0,3.0,63.0,1.0,52.5803,-114.229,329900
6762825905.0,4.0,2.5,1600.0,0.0,3.0,78.0,3.0,52.7769,-114.555,329000
6762825975.0,6.0,3.0,1880.0,0.0,4.0,63.0,3.0,52.7329,-114.378,326000
6762825996.0,4.0,2.3,1870.0,0.0,4.0,63.0,2.0,52.9457,-114.424,325000
6762826243.0,3.0,1.8,1480.0,0.0,4.0,55.0,2.0,52.743,-114.375,320000
6762826463.0,3.0,2.3,1400.0,0.0,2.0,52.0,2.0,52.5329,-114.259,315000
6762826464.0,2.0,1.0,790.0,0.0,3.0,75.0,1.0,52.9278,-114.354,315000
6762826793.0,3.0,1.0,1092.0,0.0,3.0,57.0,1.0,52.7621,-114.544,309000
6762826888.0,2.0,2.5,1590.0,0.0,3.0,74.0,3.0,52.7789,-114.554,305000
6762827062.0,3.0,1.0,1090.0,0.0,4.0,61.0,2.0,52.9055,-114.35,300000
6762827063.0,3.0,1.0,2120.0,0.0,4.0,66.0,2.0,52.7169,-114.313,300000
6762827064.0,6.0,5.3,2860.0,0.0,3.0,67.0,1.0,52.533,-114.411,300000
6762827198.0,3.0,1.0,910.0,0.0,4.0,76.0,3.0,53.0046,-114.568,299950
6762827509.0,3.0,1.8,1560.0,0.0,3.0,62.0,1.0,52.7176,-114.416,291000
6762827530.0,3.0,1.8,1280.0,0.0,4.0,79.0,1.0,52.7055,-114.335,290000
6762827644.0,3.0,2.5,2090.0,0.0,3.0,64.0,1.0,52.6024,-114.294,289000
6762827666.0,4.0,2.5,1860.0,0.0,4.0,59.0,2.0,52.6346,-114.376,288400
6762828366.0,2.0,1.0,870.0,0.0,2.0,50.0,2.0,52.8149,-114.492,271310
6762828522.0,2.0,1.0,790.0,0.0,4.0,69.0,1.0,52.9811,-114.542,268500
6762828734.0,3.0,1.8,1570.0,0.0,3.0,71.0,3.0,52.6176,-114.406,263000
6762828794.0,4.0,2.5,1990.0,0.0,3.0,63.0,1.0,52.5378,-114.548,260000
6762828897.0,3.0,2.0,1490.0,0.0,4.0,69.0,2.0,52.5986,-114.28,259900
6762828907.0,3.0,1.0,1320.0,0.0,4.0,73.0,1.0,52.7202,-114.369,259000
6762829194.0,4.0,2.0,1960.0,0.0,5.0,79.0,1.0,52.6381,-114.368,250000
6762829195.0,4.0,1.5,2500.0,0.0,4.0,79.0,2.0,52.6081,-114.474,250000
6762829569.0,2.0,1.0,1770.0,0.0,4.0,78.0,2.0,52.7274,-114.421,243000
6762830318.0,3.0,1.5,1650.0,0.0,3.0,74.0,3.0,52.5585,-114.518,219950
6762830534.0,4.0,1.8,2180.0,0.0,3.0,63.0,2.0,52.635,-114.478,210000
6762830665.0,4.0,2.0,1700.0,0.0,3.0,77.0,3.0,52.5329,-114.411,206000
6762830779.0,3.0,1.0,1050.0,0.0,4.0,64.0,2.0,52.7223,-114.355,200000
6762830945.0,1.0,1.0,820.0,0.0,3.0,74.0,2.0,52.7772,-114.562,194000
6762830962.0,2.0,1.0,950.0,0.0,3.0,77.0,2.0,52.7209,-114.488,192500
6762831549.0,3.0,1.8,1140.0,0.0,4.0,58.0,2.0,52.5233,-114.562,120750
6762810093.0,5.0,4.8,5305.0,0.0,3.0,68.0,1.0,52.9164,-114.405,2700000
6762810473.0,3.0,3.3,3690.0,0.0,3.0,53.0,3.0,52.9115,-114.39,1580000
6762810504.0,3.0,2.5,4460.0,0.0,3.0,56.0,2.0,52.8873,-114.363,1550000
6762810530.0,4.0,3.3,3660.0,0.0,3.0,76.0,3.0,52.8583,-114.502,1510000
6762810966.0,4.0,2.5,3240.0,0.0,3.0,79.0,3.0,52.8705,-114.546,1220000
6762811039.0,3.0,2.3,2760.0,0.0,5.0,61.0,1.0,52.8801,-114.354,1190000
6762811159.0,4.0,3.3,3810.0,0.0,3.0,67.0,3.0,52.929,-114.397,1130000
6762811294.0,2.0,1.8,1890.0,0.0,3.0,78.0,1.0,52.8444,-114.401,1070000
6762811413.0,3.0,4.0,3880.0,0.0,3.0,72.0,1.0,52.9296,-114.423,1030000
6762811480.0,4.0,2.8,2290.0,0.0,4.0,58.0,1.0,52.9046,-114.517,1000000
6762811621.0,5.0,4.0,4850.0,0.0,3.0,79.0,1.0,52.8726,-114.348,975000
6762811652.0,4.0,3.3,2790.0,0.0,3.0,55.0,2.0,52.9998,-114.576,970000
6762811745.0,5.0,3.8,5330.0,0.0,3.0,50.0,3.0,52.7701,-114.263,950000
6762812123.0,5.0,3.0,2876.0,0.0,4.0,59.0,2.0,52.7828,-114.419,895000
6762812817.0,4.0,2.8,3488.0,0.0,3.0,76.0,3.0,52.8355,-114.203,815000
6762813751.0,4.0,2.8,2830.0,0.0,3.0,68.0,3.0,52.825,-114.176,744000
6762814072.0,3.0,2.5,2020.0,0.0,3.0,51.0,2.0,52.8917,-114.546,720000
6762814208.0,4.0,2.5,3400.0,0.0,3.0,65.0,3.0,52.5923,-114.161,712000
6762814344.0,4.0,2.5,3010.0,0.0,3.0,71.0,3.0,52.8771,-114.154,700000
6762814345.0,4.0,3.3,2780.0,0.0,3.0,66.0,1.0,52.9594,-114.542,700000
6762814534.0,4.0,2.8,2550.0,0.0,3.0,51.0,3.0,52.8777,-114.387,691000
6762814940.0,4.0,2.5,2340.0,0.0,3.0,75.0,1.0,53.0028,-114.576,668750
6762815148.0,4.0,3.5,2350.0,0.0,3.0,61.0,2.0,52.9247,-114.38,655000
6762815565.0,4.0,2.3,2750.0,0.0,4.0,54.0,1.0,52.7991,-114.474,635000
6762815754.0,4.0,2.5,2630.0,0.0,3.0,75.0,3.0,53.005,-114.315,625000
6762815944.0,4.0,2.8,2450.0,0.0,4.0,57.0,1.0,52.7561,-114.352,619420
6762816277.0,4.0,2.5,2360.0,0.0,3.0,51.0,2.0,52.942,-114.419,600000
6762816278.0,3.0,2.3,2230.0,0.0,4.0,56.0,3.0,52.8894,-114.334,600000
6762816615.0,4.0,2.5,2910.0,0.0,3.0,77.0,2.0,52.7688,-114.06,589000
6762817167.0,3.0,2.5,2540.0,0.0,3.0,68.0,1.0,52.9342,-114.426,567000
6762817435.0,3.0,2.3,2020.0,0.0,3.0,62.0,3.0,52.8978,-114.355,556000
6762817436.0,3.0,3.0,1960.0,0.0,3.0,79.0,3.0,52.7745,-114.204,556000
6762817908.0,5.0,3.3,3010.0,0.0,5.0,66.0,2.0,52.6864,-114.194,542500
6762817940.0,3.0,1.8,1300.0,0.0,3.0,72.0,3.0,52.8829,-114.169,540000
6762817941.0,3.0,2.0,1470.0,0.0,3.0,74.0,3.0,52.9043,-114.506,540000
6762818102.0,4.0,2.5,1900.0,0.0,3.0,79.0,2.0,52.7991,-114.186,535800
6762818112.0,2.0,1.0,1030.0,0.0,3.0,68.0,3.0,52.916,-114.531,535000
6762818412.0,3.0,2.8,2100.0,0.0,3.0,58.0,3.0,52.6647,-113.607,525000
6762818413.0,3.0,1.0,1450.0,0.0,4.0,63.0,1.0,52.7854,-114.456,525000
6762818593.0,4.0,2.5,3290.0,0.0,3.0,60.0,3.0,52.9699,-114.424,520000
6762818822.0,3.0,2.5,1900.0,0.0,3.0,69.0,3.0,52.9302,-114.378,512500
6762819346.0,3.0,3.5,2380.0,0.0,3.0,51.0,3.0,52.7437,-114.442,495000
6762819930.0,4.0,2.0,1790.0,0.0,4.0,56.0,1.0,52.8826,-114.535,475000
6762820725.0,4.0,2.0,1660.0,0.0,3.0,64.0,1.0,52.7671,-114.558,452000
6762820773.0,2.0,1.0,1200.0,0.0,3.0,74.0,3.0,52.8066,-114.568,450000
6762821174.0,4.0,2.3,2080.0,0.0,4.0,67.0,1.0,52.8559,-114.241,442000
6762821636.0,3.0,1.0,1150.0,0.0,5.0,57.0,1.0,52.9167,-114.535,430000
6762821637.0,3.0,2.8,2550.0,0.0,3.0,76.0,1.0,52.9651,-114.513,430000
6762821744.0,3.0,2.5,2420.0,0.0,3.0,72.0,2.0,52.693,-114.198,429000
6762822050.0,1.0,1.0,960.0,0.0,5.0,69.0,3.0,52.9251,-114.054,420850
6762822393.0,3.0,2.0,1440.0,0.0,3.0,69.0,3.0,52.9488,-114.214,413800
6762822625.0,3.0,1.8,2470.0,0.0,4.0,69.0,2.0,52.6296,-114.51,405000
6762823082.0,3.0,1.8,1540.0,0.0,5.0,73.0,3.0,52.7472,-114.217,396450
6762823354.0,3.0,2.3,1445.0,0.0,3.0,80.0,1.0,52.7642,-114.262,389999
6762823451.0,3.0,2.0,1540.0,0.0,3.0,58.0,1.0,52.9905,-114.407,385500
6762823592.0,5.0,2.3,2880.0,0.0,4.0,52.0,3.0,52.6034,-114.314,382000
6762823980.0,3.0,1.8,2000.0,0.0,4.0,71.0,2.0,52.927,-114.365,374000
6762824179.0,3.0,2.5,2150.0,0.0,3.0,67.0,3.0,52.8491,-114.233,368250
6762824406.0,2.0,0.8,850.0,0.0,5.0,61.0,3.0,52.7888,-114.491,360000
6762824407.0,3.0,2.5,1530.0,0.0,3.0,70.0,3.0,52.9293,-114.536,360000
6762824840.0,3.0,1.5,980.0,0.0,5.0,68.0,2.0,52.9441,-114.403,350000
6762825229.0,4.0,2.8,1800.0,0.0,3.0,74.0,1.0,52.6932,-114.399,344500
6762825649.0,4.0,2.5,2220.0,0.0,3.0,68.0,1.0,52.7314,-114.531,334990
6762825708.0,3.0,2.3,1800.0,0.0,3.0,50.0,1.0,52.6179,-114.222,332500
6762825753.0,3.0,1.0,1250.0,0.0,3.0,77.0,2.0,52.9854,-114.266,330000
6762825997.0,3.0,1.0,990.0,0.0,4.0,54.0,3.0,52.9425,-114.521,325000
6762826393.0,4.0,2.3,2000.0,0.0,4.0,78.0,2.0,52.5425,-114.577,318989
6762827065.0,2.0,1.0,970.0,0.0,3.0,56.0,2.0,52.745,-114.552,300000
